lambda	alpha	uniform_radius_ratio	uniform_density_ratio	uniform_Pc_ratio	uniform_absEg_ratio	uniform_Pi_ratio	n1_radius_ratio	n1_rho_c_ratio	n1_Pc_ratio	n1_absEg_ratio	n1_Pi_ratio
0.000000	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00
0.002002	9.979980e-01	1.000000e+00	1.000000e+00	9.979980e-01	9.979980e-01	9.979980e-01	1.001003e+00	9.969985e-01	9.940060e-01	9.969985e-01	9.969985e-01
0.004004	9.959960e-01	1.000000e+00	1.000000e+00	9.959960e-01	9.959960e-01	9.959960e-01	1.002008e+00	9.940000e-01	9.880360e-01	9.940000e-01	9.940000e-01
0.006006	9.939940e-01	1.000000e+00	1.000000e+00	9.939940e-01	9.939940e-01	9.939940e-01	1.003017e+00	9.910045e-01	9.820900e-01	9.910045e-01	9.910045e-01
0.008008	9.919920e-01	1.000000e+00	1.000000e+00	9.919920e-01	9.919920e-01	9.919920e-01	1.004028e+00	9.880121e-01	9.761678e-01	9.880121e-01	9.880121e-01
0.010010	9.899900e-01	1.000000e+00	1.000000e+00	9.899900e-01	9.899900e-01	9.899900e-01	1.005043e+00	9.850226e-01	9.702695e-01	9.850226e-01	9.850226e-01
0.012012	9.879880e-01	1.000000e+00	1.000000e+00	9.879880e-01	9.879880e-01	9.879880e-01	1.006061e+00	9.820362e-01	9.643951e-01	9.820362e-01	9.820362e-01
0.014014	9.859860e-01	1.000000e+00	1.000000e+00	9.859860e-01	9.859860e-01	9.859860e-01	1.007082e+00	9.790528e-01	9.585443e-01	9.790528e-01	9.790528e-01
0.016016	9.839840e-01	1.000000e+00	1.000000e+00	9.839840e-01	9.839840e-01	9.839840e-01	1.008106e+00	9.760724e-01	9.527173e-01	9.760724e-01	9.760724e-01
0.018018	9.819820e-01	1.000000e+00	1.000000e+00	9.819820e-01	9.819820e-01	9.819820e-01	1.009133e+00	9.730951e-01	9.469140e-01	9.730951e-01	9.730951e-01
0.020020	9.799800e-01	1.000000e+00	1.000000e+00	9.799800e-01	9.799800e-01	9.799800e-01	1.010163e+00	9.701207e-01	9.411343e-01	9.701207e-01	9.701207e-01
0.022022	9.779780e-01	1.000000e+00	1.000000e+00	9.779780e-01	9.779780e-01	9.779780e-01	1.011196e+00	9.671495e-01	9.353781e-01	9.671495e-01	9.671495e-01
0.024024	9.759760e-01	1.000000e+00	1.000000e+00	9.759760e-01	9.759760e-01	9.759760e-01	1.012233e+00	9.641812e-01	9.296455e-01	9.641812e-01	9.641812e-01
0.026026	9.739739e-01	1.000000e+00	1.000000e+00	9.739739e-01	9.739739e-01	9.739739e-01	1.013273e+00	9.612160e-01	9.239363e-01	9.612160e-01	9.612160e-01
0.028028	9.719719e-01	1.000000e+00	1.000000e+00	9.719719e-01	9.719719e-01	9.719719e-01	1.014316e+00	9.582539e-01	9.182505e-01	9.582539e-01	9.582539e-01
0.030030	9.699699e-01	1.000000e+00	1.000000e+00	9.699699e-01	9.699699e-01	9.699699e-01	1.015362e+00	9.552948e-01	9.125882e-01	9.552948e-01	9.552948e-01
0.032032	9.679679e-01	1.000000e+00	1.000000e+00	9.679679e-01	9.679679e-01	9.679679e-01	1.016411e+00	9.523388e-01	9.069491e-01	9.523388e-01	9.523388e-01
0.034034	9.659659e-01	1.000000e+00	1.000000e+00	9.659659e-01	9.659659e-01	9.659659e-01	1.017464e+00	9.493858e-01	9.013333e-01	9.493858e-01	9.493858e-01
0.036036	9.639639e-01	1.000000e+00	1.000000e+00	9.639639e-01	9.639639e-01	9.639639e-01	1.018520e+00	9.464358e-01	8.957408e-01	9.464358e-01	9.464358e-01
0.038038	9.619619e-01	1.000000e+00	1.000000e+00	9.619619e-01	9.619619e-01	9.619619e-01	1.019579e+00	9.434890e-01	8.901714e-01	9.434890e-01	9.434890e-01
0.040040	9.599599e-01	1.000000e+00	1.000000e+00	9.599599e-01	9.599599e-01	9.599599e-01	1.020642e+00	9.405452e-01	8.846252e-01	9.405452e-01	9.405452e-01
0.042042	9.579579e-01	1.000000e+00	1.000000e+00	9.579579e-01	9.579579e-01	9.579579e-01	1.021708e+00	9.376044e-01	8.791020e-01	9.376044e-01	9.376044e-01
0.044044	9.559559e-01	1.000000e+00	1.000000e+00	9.559559e-01	9.559559e-01	9.559559e-01	1.022777e+00	9.346668e-01	8.736019e-01	9.346668e-01	9.346668e-01
0.046046	9.539539e-01	1.000000e+00	1.000000e+00	9.539539e-01	9.539539e-01	9.539539e-01	1.023850e+00	9.317322e-01	8.681248e-01	9.317322e-01	9.317322e-01
0.048048	9.519519e-01	1.000000e+00	1.000000e+00	9.519519e-01	9.519519e-01	9.519519e-01	1.024926e+00	9.288006e-01	8.626706e-01	9.288006e-01	9.288006e-01
0.050050	9.499499e-01	1.000000e+00	1.000000e+00	9.499499e-01	9.499499e-01	9.499499e-01	1.026005e+00	9.258722e-01	8.572394e-01	9.258722e-01	9.258722e-01
0.052052	9.479479e-01	1.000000e+00	1.000000e+00	9.479479e-01	9.479479e-01	9.479479e-01	1.027088e+00	9.229469e-01	8.518309e-01	9.229469e-01	9.229469e-01
0.054054	9.459459e-01	1.000000e+00	1.000000e+00	9.459459e-01	9.459459e-01	9.459459e-01	1.028175e+00	9.200246e-01	8.464453e-01	9.200246e-01	9.200246e-01
0.056056	9.439439e-01	1.000000e+00	1.000000e+00	9.439439e-01	9.439439e-01	9.439439e-01	1.029264e+00	9.171054e-01	8.410824e-01	9.171054e-01	9.171054e-01
0.058058	9.419419e-01	1.000000e+00	1.000000e+00	9.419419e-01	9.419419e-01	9.419419e-01	1.030358e+00	9.141894e-01	8.357422e-01	9.141894e-01	9.141894e-01
0.060060	9.399399e-01	1.000000e+00	1.000000e+00	9.399399e-01	9.399399e-01	9.399399e-01	1.031454e+00	9.112764e-01	8.304246e-01	9.112764e-01	9.112764e-01
0.062062	9.379379e-01	1.000000e+00	1.000000e+00	9.379379e-01	9.379379e-01	9.379379e-01	1.032554e+00	9.083665e-01	8.251297e-01	9.083665e-01	9.083665e-01
0.064064	9.359359e-01	1.000000e+00	1.000000e+00	9.359359e-01	9.359359e-01	9.359359e-01	1.033658e+00	9.054597e-01	8.198573e-01	9.054597e-01	9.054597e-01
0.066066	9.339339e-01	1.000000e+00	1.000000e+00	9.339339e-01	9.339339e-01	9.339339e-01	1.034765e+00	9.025561e-01	8.146074e-01	9.025561e-01	9.025561e-01
0.068068	9.319319e-01	1.000000e+00	1.000000e+00	9.319319e-01	9.319319e-01	9.319319e-01	1.035876e+00	8.996555e-01	8.093800e-01	8.996555e-01	8.996555e-01
0.070070	9.299299e-01	1.000000e+00	1.000000e+00	9.299299e-01	9.299299e-01	9.299299e-01	1.036991e+00	8.967581e-01	8.041750e-01	8.967581e-01	8.967581e-01
0.072072	9.279279e-01	1.000000e+00	1.000000e+00	9.279279e-01	9.279279e-01	9.279279e-01	1.038109e+00	8.938637e-01	7.989924e-01	8.938637e-01	8.938637e-01
0.074074	9.259259e-01	1.000000e+00	1.000000e+00	9.259259e-01	9.259259e-01	9.259259e-01	1.039231e+00	8.909725e-01	7.938321e-01	8.909725e-01	8.909725e-01
0.076076	9.239238e-01	1.000000e+00	1.000000e+00	9.239238e-01	9.239238e-01	9.239238e-01	1.040356e+00	8.880844e-01	7.886940e-01	8.880844e-01	8.880844e-01
0.078078	9.219218e-01	1.000000e+00	1.000000e+00	9.219218e-01	9.219218e-01	9.219218e-01	1.041485e+00	8.851995e-01	7.835781e-01	8.851995e-01	8.851995e-01
0.080080	9.199198e-01	1.000000e+00	1.000000e+00	9.199198e-01	9.199198e-01	9.199198e-01	1.042617e+00	8.823177e-01	7.784845e-01	8.823177e-01	8.823177e-01
0.082082	9.179178e-01	1.000000e+00	1.000000e+00	9.179178e-01	9.179178e-01	9.179178e-01	1.043754e+00	8.794390e-01	7.734129e-01	8.794390e-01	8.794390e-01
0.084084	9.159158e-01	1.000000e+00	1.000000e+00	9.159158e-01	9.159158e-01	9.159158e-01	1.044894e+00	8.765634e-01	7.683634e-01	8.765634e-01	8.765634e-01
0.086086	9.139138e-01	1.000000e+00	1.000000e+00	9.139138e-01	9.139138e-01	9.139138e-01	1.046038e+00	8.736910e-01	7.633360e-01	8.736910e-01	8.736910e-01
0.088088	9.119118e-01	1.000000e+00	1.000000e+00	9.119118e-01	9.119118e-01	9.119118e-01	1.047185e+00	8.708218e-01	7.583305e-01	8.708218e-01	8.708218e-01
0.090090	9.099098e-01	1.000000e+00	1.000000e+00	9.099098e-01	9.099098e-01	9.099098e-01	1.048337e+00	8.679556e-01	7.533470e-01	8.679556e-01	8.679556e-01
0.092092	9.079078e-01	1.000000e+00	1.000000e+00	9.079078e-01	9.079078e-01	9.079078e-01	1.049492e+00	8.650927e-01	7.483853e-01	8.650927e-01	8.650927e-01
0.094094	9.059058e-01	1.000000e+00	1.000000e+00	9.059058e-01	9.059058e-01	9.059058e-01	1.050651e+00	8.622329e-01	7.434455e-01	8.622329e-01	8.622329e-01
0.096096	9.039038e-01	1.000000e+00	1.000000e+00	9.039038e-01	9.039038e-01	9.039038e-01	1.051814e+00	8.593762e-01	7.385275e-01	8.593762e-01	8.593762e-01
0.098098	9.019018e-01	1.000000e+00	1.000000e+00	9.019018e-01	9.019018e-01	9.019018e-01	1.052981e+00	8.565227e-01	7.336312e-01	8.565227e-01	8.565227e-01
0.100100	8.998998e-01	1.000000e+00	1.000000e+00	8.998998e-01	8.998998e-01	8.998998e-01	1.054151e+00	8.536724e-01	7.287565e-01	8.536724e-01	8.536724e-01
0.102102	8.978978e-01	1.000000e+00	1.000000e+00	8.978978e-01	8.978978e-01	8.978978e-01	1.055326e+00	8.508252e-01	7.239036e-01	8.508252e-01	8.508252e-01
0.104104	8.958958e-01	1.000000e+00	1.000000e+00	8.958958e-01	8.958958e-01	8.958958e-01	1.056504e+00	8.479812e-01	7.190722e-01	8.479812e-01	8.479812e-01
0.106106	8.938938e-01	1.000000e+00	1.000000e+00	8.938938e-01	8.938938e-01	8.938938e-01	1.057687e+00	8.451404e-01	7.142623e-01	8.451404e-01	8.451404e-01
0.108108	8.918918e-01	1.000000e+00	1.000000e+00	8.918918e-01	8.918918e-01	8.918918e-01	1.058873e+00	8.423028e-01	7.094740e-01	8.423028e-01	8.423028e-01
0.110110	8.898898e-01	1.000000e+00	1.000000e+00	8.898898e-01	8.898898e-01	8.898898e-01	1.060064e+00	8.394684e-01	7.047071e-01	8.394684e-01	8.394684e-01
0.112112	8.878878e-01	1.000000e+00	1.000000e+00	8.878878e-01	8.878878e-01	8.878878e-01	1.061258e+00	8.366371e-01	6.999616e-01	8.366371e-01	8.366371e-01
0.114114	8.858858e-01	1.000000e+00	1.000000e+00	8.858858e-01	8.858858e-01	8.858858e-01	1.062456e+00	8.338090e-01	6.952375e-01	8.338090e-01	8.338090e-01
0.116116	8.838838e-01	1.000000e+00	1.000000e+00	8.838838e-01	8.838838e-01	8.838838e-01	1.063659e+00	8.309841e-01	6.905346e-01	8.309841e-01	8.309841e-01
0.118118	8.818818e-01	1.000000e+00	1.000000e+00	8.818818e-01	8.818818e-01	8.818818e-01	1.064866e+00	8.281625e-01	6.858531e-01	8.281625e-01	8.281625e-01
0.120120	8.798798e-01	1.000000e+00	1.000000e+00	8.798798e-01	8.798798e-01	8.798798e-01	1.066076e+00	8.253440e-01	6.811927e-01	8.253440e-01	8.253440e-01
0.122122	8.778778e-01	1.000000e+00	1.000000e+00	8.778778e-01	8.778778e-01	8.778778e-01	1.067291e+00	8.225287e-01	6.765535e-01	8.225287e-01	8.225287e-01
0.124124	8.758758e-01	1.000000e+00	1.000000e+00	8.758758e-01	8.758758e-01	8.758758e-01	1.068510e+00	8.197166e-01	6.719354e-01	8.197166e-01	8.197166e-01
0.126126	8.738737e-01	1.000000e+00	1.000000e+00	8.738737e-01	8.738737e-01	8.738737e-01	1.069734e+00	8.169078e-01	6.673383e-01	8.169078e-01	8.169078e-01
0.128128	8.718717e-01	1.000000e+00	1.000000e+00	8.718717e-01	8.718717e-01	8.718717e-01	1.070961e+00	8.141022e-01	6.627623e-01	8.141022e-01	8.141022e-01
0.130130	8.698697e-01	1.000000e+00	1.000000e+00	8.698697e-01	8.698697e-01	8.698697e-01	1.072193e+00	8.112997e-01	6.582073e-01	8.112997e-01	8.112997e-01
0.132132	8.678677e-01	1.000000e+00	1.000000e+00	8.678677e-01	8.678677e-01	8.678677e-01	1.073429e+00	8.085005e-01	6.536731e-01	8.085005e-01	8.085005e-01
0.134134	8.658657e-01	1.000000e+00	1.000000e+00	8.658657e-01	8.658657e-01	8.658657e-01	1.074669e+00	8.057046e-01	6.491599e-01	8.057046e-01	8.057046e-01
0.136136	8.638637e-01	1.000000e+00	1.000000e+00	8.638637e-01	8.638637e-01	8.638637e-01	1.075914e+00	8.029118e-01	6.446674e-01	8.029118e-01	8.029118e-01
0.138138	8.618617e-01	1.000000e+00	1.000000e+00	8.618617e-01	8.618617e-01	8.618617e-01	1.077162e+00	8.001223e-01	6.401957e-01	8.001223e-01	8.001223e-01
0.140140	8.598597e-01	1.000000e+00	1.000000e+00	8.598597e-01	8.598597e-01	8.598597e-01	1.078416e+00	7.973361e-01	6.357448e-01	7.973361e-01	7.973361e-01
0.142142	8.578577e-01	1.000000e+00	1.000000e+00	8.578577e-01	8.578577e-01	8.578577e-01	1.079673e+00	7.945530e-01	6.313145e-01	7.945530e-01	7.945530e-01
0.144144	8.558557e-01	1.000000e+00	1.000000e+00	8.558557e-01	8.558557e-01	8.558557e-01	1.080935e+00	7.917733e-01	6.269049e-01	7.917733e-01	7.917733e-01
0.146146	8.538537e-01	1.000000e+00	1.000000e+00	8.538537e-01	8.538537e-01	8.538537e-01	1.082202e+00	7.889967e-01	6.225158e-01	7.889967e-01	7.889967e-01
0.148148	8.518517e-01	1.000000e+00	1.000000e+00	8.518517e-01	8.518517e-01	8.518517e-01	1.083473e+00	7.862235e-01	6.181473e-01	7.862235e-01	7.862235e-01
0.150150	8.498497e-01	1.000000e+00	1.000000e+00	8.498497e-01	8.498497e-01	8.498497e-01	1.084748e+00	7.834534e-01	6.137993e-01	7.834534e-01	7.834534e-01
0.152152	8.478477e-01	1.000000e+00	1.000000e+00	8.478477e-01	8.478477e-01	8.478477e-01	1.086028e+00	7.806867e-01	6.094717e-01	7.806867e-01	7.806867e-01
0.154154	8.458457e-01	1.000000e+00	1.000000e+00	8.458457e-01	8.458457e-01	8.458457e-01	1.087313e+00	7.779232e-01	6.051645e-01	7.779232e-01	7.779232e-01
0.156156	8.438437e-01	1.000000e+00	1.000000e+00	8.438437e-01	8.438437e-01	8.438437e-01	1.088602e+00	7.751630e-01	6.008776e-01	7.751630e-01	7.751630e-01
0.158158	8.418417e-01	1.000000e+00	1.000000e+00	8.418417e-01	8.418417e-01	8.418417e-01	1.089895e+00	7.724060e-01	5.966110e-01	7.724060e-01	7.724060e-01
0.160160	8.398397e-01	1.000000e+00	1.000000e+00	8.398397e-01	8.398397e-01	8.398397e-01	1.091194e+00	7.696523e-01	5.923647e-01	7.696523e-01	7.696523e-01
0.162162	8.378377e-01	1.000000e+00	1.000000e+00	8.378377e-01	8.378377e-01	8.378377e-01	1.092497e+00	7.669019e-01	5.881386e-01	7.669019e-01	7.669019e-01
0.164164	8.358357e-01	1.000000e+00	1.000000e+00	8.358357e-01	8.358357e-01	8.358357e-01	1.093804e+00	7.641548e-01	5.839326e-01	7.641548e-01	7.641548e-01
0.166166	8.338337e-01	1.000000e+00	1.000000e+00	8.338337e-01	8.338337e-01	8.338337e-01	1.095116e+00	7.614110e-01	5.797467e-01	7.614110e-01	7.614110e-01
0.168168	8.318317e-01	1.000000e+00	1.000000e+00	8.318317e-01	8.318317e-01	8.318317e-01	1.096433e+00	7.586705e-01	5.755809e-01	7.586705e-01	7.586705e-01
0.170170	8.298297e-01	1.000000e+00	1.000000e+00	8.298297e-01	8.298297e-01	8.298297e-01	1.097755e+00	7.559332e-01	5.714350e-01	7.559332e-01	7.559332e-01
0.172172	8.278277e-01	1.000000e+00	1.000000e+00	8.278277e-01	8.278277e-01	8.278277e-01	1.099082e+00	7.531993e-01	5.673092e-01	7.531993e-01	7.531993e-01
0.174174	8.258257e-01	1.000000e+00	1.000000e+00	8.258257e-01	8.258257e-01	8.258257e-01	1.100413e+00	7.504686e-01	5.632032e-01	7.504686e-01	7.504686e-01
0.176176	8.238236e-01	1.000000e+00	1.000000e+00	8.238236e-01	8.238236e-01	8.238236e-01	1.101750e+00	7.477413e-01	5.591171e-01	7.477413e-01	7.477413e-01
0.178178	8.218216e-01	1.000000e+00	1.000000e+00	8.218216e-01	8.218216e-01	8.218216e-01	1.103091e+00	7.450173e-01	5.550508e-01	7.450173e-01	7.450173e-01
0.180180	8.198196e-01	1.000000e+00	1.000000e+00	8.198196e-01	8.198196e-01	8.198196e-01	1.104437e+00	7.422966e-01	5.510043e-01	7.422966e-01	7.422966e-01
0.182182	8.178176e-01	1.000000e+00	1.000000e+00	8.178176e-01	8.178176e-01	8.178176e-01	1.105788e+00	7.395792e-01	5.469774e-01	7.395792e-01	7.395792e-01
0.184184	8.158156e-01	1.000000e+00	1.000000e+00	8.158156e-01	8.158156e-01	8.158156e-01	1.107144e+00	7.368652e-01	5.429703e-01	7.368652e-01	7.368652e-01
0.186186	8.138136e-01	1.000000e+00	1.000000e+00	8.138136e-01	8.138136e-01	8.138136e-01	1.108505e+00	7.341545e-01	5.389828e-01	7.341545e-01	7.341545e-01
0.188188	8.118116e-01	1.000000e+00	1.000000e+00	8.118116e-01	8.118116e-01	8.118116e-01	1.109871e+00	7.314471e-01	5.350148e-01	7.314471e-01	7.314471e-01
0.190190	8.098096e-01	1.000000e+00	1.000000e+00	8.098096e-01	8.098096e-01	8.098096e-01	1.111242e+00	7.287430e-01	5.310664e-01	7.287430e-01	7.287430e-01
0.192192	8.078076e-01	1.000000e+00	1.000000e+00	8.078076e-01	8.078076e-01	8.078076e-01	1.112618e+00	7.260423e-01	5.271374e-01	7.260423e-01	7.260423e-01
0.194194	8.058056e-01	1.000000e+00	1.000000e+00	8.058056e-01	8.058056e-01	8.058056e-01	1.113999e+00	7.233449e-01	5.232279e-01	7.233449e-01	7.233449e-01
0.196196	8.038036e-01	1.000000e+00	1.000000e+00	8.038036e-01	8.038036e-01	8.038036e-01	1.115386e+00	7.206509e-01	5.193377e-01	7.206509e-01	7.206509e-01
0.198198	8.018016e-01	1.000000e+00	1.000000e+00	8.018016e-01	8.018016e-01	8.018016e-01	1.116777e+00	7.179602e-01	5.154669e-01	7.179602e-01	7.179602e-01
0.200200	7.997996e-01	1.000000e+00	1.000000e+00	7.997996e-01	7.997996e-01	7.997996e-01	1.118174e+00	7.152729e-01	5.116153e-01	7.152729e-01	7.152729e-01
0.202202	7.977976e-01	1.000000e+00	1.000000e+00	7.977976e-01	7.977976e-01	7.977976e-01	1.119576e+00	7.125890e-01	5.077830e-01	7.125890e-01	7.125890e-01
0.204204	7.957956e-01	1.000000e+00	1.000000e+00	7.957956e-01	7.957956e-01	7.957956e-01	1.120984e+00	7.099084e-01	5.039699e-01	7.099084e-01	7.099084e-01
0.206206	7.937936e-01	1.000000e+00	1.000000e+00	7.937936e-01	7.937936e-01	7.937936e-01	1.122396e+00	7.072311e-01	5.001759e-01	7.072311e-01	7.072311e-01
0.208208	7.917916e-01	1.000000e+00	1.000000e+00	7.917916e-01	7.917916e-01	7.917916e-01	1.123814e+00	7.045573e-01	4.964010e-01	7.045573e-01	7.045573e-01
0.210210	7.897896e-01	1.000000e+00	1.000000e+00	7.897896e-01	7.897896e-01	7.897896e-01	1.125238e+00	7.018868e-01	4.926451e-01	7.018868e-01	7.018868e-01
0.212212	7.877876e-01	1.000000e+00	1.000000e+00	7.877876e-01	7.877876e-01	7.877876e-01	1.126667e+00	6.992198e-01	4.889083e-01	6.992198e-01	6.992198e-01
0.214214	7.857856e-01	1.000000e+00	1.000000e+00	7.857856e-01	7.857856e-01	7.857856e-01	1.128101e+00	6.965561e-01	4.851903e-01	6.965561e-01	6.965561e-01
0.216216	7.837836e-01	1.000000e+00	1.000000e+00	7.837836e-01	7.837836e-01	7.837836e-01	1.129541e+00	6.938958e-01	4.814913e-01	6.938958e-01	6.938958e-01
0.218218	7.817816e-01	1.000000e+00	1.000000e+00	7.817816e-01	7.817816e-01	7.817816e-01	1.130986e+00	6.912388e-01	4.778111e-01	6.912388e-01	6.912388e-01
0.220220	7.797796e-01	1.000000e+00	1.000000e+00	7.797796e-01	7.797796e-01	7.797796e-01	1.132437e+00	6.885853e-01	4.741498e-01	6.885853e-01	6.885853e-01
0.222222	7.777776e-01	1.000000e+00	1.000000e+00	7.777776e-01	7.777776e-01	7.777776e-01	1.133894e+00	6.859352e-01	4.705071e-01	6.859352e-01	6.859352e-01
0.224224	7.757756e-01	1.000000e+00	1.000000e+00	7.757756e-01	7.757756e-01	7.757756e-01	1.135356e+00	6.832885e-01	4.668832e-01	6.832885e-01	6.832885e-01
0.226226	7.737735e-01	1.000000e+00	1.000000e+00	7.737735e-01	7.737735e-01	7.737735e-01	1.136824e+00	6.806452e-01	4.632780e-01	6.806452e-01	6.806452e-01
0.228228	7.717715e-01	1.000000e+00	1.000000e+00	7.717715e-01	7.717715e-01	7.717715e-01	1.138297e+00	6.780054e-01	4.596913e-01	6.780054e-01	6.780054e-01
0.230230	7.697695e-01	1.000000e+00	1.000000e+00	7.697695e-01	7.697695e-01	7.697695e-01	1.139776e+00	6.753689e-01	4.561232e-01	6.753689e-01	6.753689e-01
0.232232	7.677675e-01	1.000000e+00	1.000000e+00	7.677675e-01	7.677675e-01	7.677675e-01	1.141261e+00	6.727359e-01	4.525736e-01	6.727359e-01	6.727359e-01
0.234234	7.657655e-01	1.000000e+00	1.000000e+00	7.657655e-01	7.657655e-01	7.657655e-01	1.142752e+00	6.701063e-01	4.490425e-01	6.701063e-01	6.701063e-01
0.236236	7.637635e-01	1.000000e+00	1.000000e+00	7.637635e-01	7.637635e-01	7.637635e-01	1.144249e+00	6.674802e-01	4.455298e-01	6.674802e-01	6.674802e-01
0.238238	7.617615e-01	1.000000e+00	1.000000e+00	7.617615e-01	7.617615e-01	7.617615e-01	1.145752e+00	6.648575e-01	4.420354e-01	6.648575e-01	6.648575e-01
0.240240	7.597595e-01	1.000000e+00	1.000000e+00	7.597595e-01	7.597595e-01	7.597595e-01	1.147260e+00	6.622382e-01	4.385594e-01	6.622382e-01	6.622382e-01
0.242242	7.577575e-01	1.000000e+00	1.000000e+00	7.577575e-01	7.577575e-01	7.577575e-01	1.148775e+00	6.596224e-01	4.351017e-01	6.596224e-01	6.596224e-01
0.244244	7.557555e-01	1.000000e+00	1.000000e+00	7.557555e-01	7.557555e-01	7.557555e-01	1.150295e+00	6.570100e-01	4.316621e-01	6.570100e-01	6.570100e-01
0.246246	7.537535e-01	1.000000e+00	1.000000e+00	7.537535e-01	7.537535e-01	7.537535e-01	1.151822e+00	6.544011e-01	4.282408e-01	6.544011e-01	6.544011e-01
