lambda	alpha	uniform_radius_ratio	uniform_density_ratio	uniform_Pc_ratio	uniform_absEg_ratio	uniform_Pi_ratio	n1_radius_ratio	n1_rho_c_ratio	n1_Pc_ratio	n1_absEg_ratio	n1_Pi_ratio
0.748749	2.512505e-01	1.000000e+00	1.000000e+00	2.512505e-01	2.512505e-01	2.512505e-01	1.995017e+00	1.259390e-01	1.586064e-02	1.259390e-01	1.259390e-01
0.750752	2.492485e-01	1.000000e+00	1.000000e+00	2.492485e-01	2.492485e-01	2.492485e-01	2.003013e+00	1.244368e-01	1.548452e-02	1.244368e-01	1.244368e-01
0.752754	2.472465e-01	1.000000e+00	1.000000e+00	2.472465e-01	2.472465e-01	2.472465e-01	2.011106e+00	1.229406e-01	1.511438e-02	1.229406e-01	1.229406e-01
0.754756	2.452445e-01	1.000000e+00	1.000000e+00	2.452445e-01	2.452445e-01	2.452445e-01	2.019298e+00	1.214504e-01	1.475020e-02	1.214504e-01	1.214504e-01
0.756758	2.432425e-01	1.000000e+00	1.000000e+00	2.432425e-01	2.432425e-01	2.432425e-01	2.027591e+00	1.199663e-01	1.439191e-02	1.199663e-01	1.199663e-01
0.758760	2.412405e-01	1.000000e+00	1.000000e+00	2.412405e-01	2.412405e-01	2.412405e-01	2.035987e+00	1.184882e-01	1.403946e-02	1.184882e-01	1.184882e-01
0.760762	2.392385e-01	1.000000e+00	1.000000e+00	2.392385e-01	2.392385e-01	2.392385e-01	2.044488e+00	1.170163e-01	1.369283e-02	1.170163e-01	1.170163e-01
0.762764	2.372365e-01	1.000000e+00	1.000000e+00	2.372365e-01	2.372365e-01	2.372365e-01	2.053096e+00	1.155506e-01	1.335194e-02	1.155506e-01	1.155506e-01
0.764766	2.352345e-01	1.000000e+00	1.000000e+00	2.352345e-01	2.352345e-01	2.352345e-01	2.061814e+00	1.140910e-01	1.301676e-02	1.140910e-01	1.140910e-01
0.766768	2.332325e-01	1.000000e+00	1.000000e+00	2.332325e-01	2.332325e-01	2.332325e-01	2.070644e+00	1.126376e-01	1.268724e-02	1.126376e-01	1.126376e-01
0.768770	2.312305e-01	1.000000e+00	1.000000e+00	2.312305e-01	2.312305e-01	2.312305e-01	2.079589e+00	1.111905e-01	1.236332e-02	1.111905e-01	1.111905e-01
0.770772	2.292285e-01	1.000000e+00	1.000000e+00	2.292285e-01	2.292285e-01	2.292285e-01	2.088650e+00	1.097496e-01	1.204497e-02	1.097496e-01	1.097496e-01
0.772774	2.272265e-01	1.000000e+00	1.000000e+00	2.272265e-01	2.272265e-01	2.272265e-01	2.097831e+00	1.083149e-01	1.173212e-02	1.083149e-01	1.083149e-01
0.774776	2.252244e-01	1.000000e+00	1.000000e+00	2.252244e-01	2.252244e-01	2.252244e-01	2.107134e+00	1.068866e-01	1.142475e-02	1.068866e-01	1.068866e-01
0.776778	2.232224e-01	1.000000e+00	1.000000e+00	2.232224e-01	2.232224e-01	2.232224e-01	2.116562e+00	1.054646e-01	1.112279e-02	1.054646e-01	1.054646e-01
0.778780	2.212204e-01	1.000000e+00	1.000000e+00	2.212204e-01	2.212204e-01	2.212204e-01	2.126118e+00	1.040490e-01	1.082619e-02	1.040490e-01	1.040490e-01
0.780782	2.192184e-01	1.000000e+00	1.000000e+00	2.192184e-01	2.192184e-01	2.192184e-01	2.135804e+00	1.026398e-01	1.053492e-02	1.026398e-01	1.026398e-01
0.782784	2.172164e-01	1.000000e+00	1.000000e+00	2.172164e-01	2.172164e-01	2.172164e-01	2.145624e+00	1.012369e-01	1.024892e-02	1.012369e-01	1.012369e-01
0.784786	2.152144e-01	1.000000e+00	1.000000e+00	2.152144e-01	2.152144e-01	2.152144e-01	2.155581e+00	9.984058e-02	9.968141e-03	9.984058e-02	9.984058e-02
0.786788	2.132124e-01	1.000000e+00	1.000000e+00	2.132124e-01	2.132124e-01	2.132124e-01	2.165677e+00	9.845069e-02	9.692538e-03	9.845069e-02	9.845069e-02
0.788790	2.112104e-01	1.000000e+00	1.000000e+00	2.112104e-01	2.112104e-01	2.112104e-01	2.175917e+00	9.706731e-02	9.422063e-03	9.706731e-02	9.706731e-02
0.790792	2.092084e-01	1.000000e+00	1.000000e+00	2.092084e-01	2.092084e-01	2.092084e-01	2.186303e+00	9.569048e-02	9.156668e-03	9.569048e-02	9.569048e-02
0.792794	2.072064e-01	1.000000e+00	1.000000e+00	2.072064e-01	2.072064e-01	2.072064e-01	2.196840e+00	9.432022e-02	8.896303e-03	9.432022e-02	9.432022e-02
0.794796	2.052044e-01	1.000000e+00	1.000000e+00	2.052044e-01	2.052044e-01	2.052044e-01	2.207530e+00	9.295656e-02	8.640922e-03	9.295656e-02	9.295656e-02
0.796798	2.032024e-01	1.000000e+00	1.000000e+00	2.032024e-01	2.032024e-01	2.032024e-01	2.218378e+00	9.159953e-02	8.390475e-03	9.159953e-02	9.159953e-02
0.798800	2.012004e-01	1.000000e+00	1.000000e+00	2.012004e-01	2.012004e-01	2.012004e-01	2.229388e+00	9.024918e-02	8.144914e-03	9.024918e-02	9.024918e-02
0.800802	1.991984e-01	1.000000e+00	1.000000e+00	1.991984e-01	1.991984e-01	1.991984e-01	2.240563e+00	8.890553e-02	7.904193e-03	8.890553e-02	8.890553e-02
0.802804	1.971964e-01	1.000000e+00	1.000000e+00	1.971964e-01	1.971964e-01	1.971964e-01	2.251907e+00	8.756861e-02	7.668261e-03	8.756861e-02	8.756861e-02
0.804806	1.951944e-01	1.000000e+00	1.000000e+00	1.951944e-01	1.951944e-01	1.951944e-01	2.263426e+00	8.623846e-02	7.437072e-03	8.623846e-02	8.623846e-02
0.806808	1.931924e-01	1.000000e+00	1.000000e+00	1.931924e-01	1.931924e-01	1.931924e-01	2.275124e+00	8.491512e-02	7.210577e-03	8.491512e-02	8.491512e-02
0.808810	1.911904e-01	1.000000e+00	1.000000e+00	1.911904e-01	1.911904e-01	1.911904e-01	2.287004e+00	8.359861e-02	6.988728e-03	8.359861e-02	8.359861e-02
0.810812	1.891884e-01	1.000000e+00	1.000000e+00	1.891884e-01	1.891884e-01	1.891884e-01	2.299073e+00	8.228898e-02	6.771476e-03	8.228898e-02	8.228898e-02
0.812814	1.871864e-01	1.000000e+00	1.000000e+00	1.871864e-01	1.871864e-01	1.871864e-01	2.311335e+00	8.098626e-02	6.558774e-03	8.098626e-02	8.098626e-02
0.814816	1.851844e-01	1.000000e+00	1.000000e+00	1.851844e-01	1.851844e-01	1.851844e-01	2.323795e+00	7.969049e-02	6.350574e-03	7.969049e-02	7.969049e-02
0.816818	1.831824e-01	1.000000e+00	1.000000e+00	1.831824e-01	1.831824e-01	1.831824e-01	2.336459e+00	7.840170e-02	6.146827e-03	7.840170e-02	7.840170e-02
0.818820	1.811804e-01	1.000000e+00	1.000000e+00	1.811804e-01	1.811804e-01	1.811804e-01	2.349332e+00	7.711994e-02	5.947485e-03	7.711994e-02	7.711994e-02
0.820822	1.791784e-01	1.000000e+00	1.000000e+00	1.791784e-01	1.791784e-01	1.791784e-01	2.362421e+00	7.584524e-02	5.752500e-03	7.584524e-02	7.584524e-02
0.822824	1.771764e-01	1.000000e+00	1.000000e+00	1.771764e-01	1.771764e-01	1.771764e-01	2.375730e+00	7.457764e-02	5.561824e-03	7.457764e-02	7.457764e-02
0.824826	1.751743e-01	1.000000e+00	1.000000e+00	1.751743e-01	1.751743e-01	1.751743e-01	2.389267e+00	7.331718e-02	5.375409e-03	7.331718e-02	7.331718e-02
0.826828	1.731723e-01	1.000000e+00	1.000000e+00	1.731723e-01	1.731723e-01	1.731723e-01	2.403039e+00	7.206391e-02	5.193207e-03	7.206391e-02	7.206391e-02
0.828830	1.711703e-01	1.000000e+00	1.000000e+00	1.711703e-01	1.711703e-01	1.711703e-01	2.417051e+00	7.081786e-02	5.015169e-03	7.081786e-02	7.081786e-02
0.830832	1.691683e-01	1.000000e+00	1.000000e+00	1.691683e-01	1.691683e-01	1.691683e-01	2.431311e+00	6.957907e-02	4.841247e-03	6.957907e-02	6.957907e-02
0.832834	1.671663e-01	1.000000e+00	1.000000e+00	1.671663e-01	1.671663e-01	1.671663e-01	2.445826e+00	6.834759e-02	4.671393e-03	6.834759e-02	6.834759e-02
0.834836	1.651643e-01	1.000000e+00	1.000000e+00	1.651643e-01	1.651643e-01	1.651643e-01	2.460605e+00	6.712347e-02	4.505560e-03	6.712347e-02	6.712347e-02
0.836838	1.631623e-01	1.000000e+00	1.000000e+00	1.631623e-01	1.631623e-01	1.631623e-01	2.475655e+00	6.590674e-02	4.343698e-03	6.590674e-02	6.590674e-02
0.838840	1.611603e-01	1.000000e+00	1.000000e+00	1.611603e-01	1.611603e-01	1.611603e-01	2.490984e+00	6.469745e-02	4.185760e-03	6.469745e-02	6.469745e-02
0.840842	1.591583e-01	1.000000e+00	1.000000e+00	1.591583e-01	1.591583e-01	1.591583e-01	2.506602e+00	6.349565e-02	4.031698e-03	6.349565e-02	6.349565e-02
0.842844	1.571563e-01	1.000000e+00	1.000000e+00	1.571563e-01	1.571563e-01	1.571563e-01	2.522517e+00	6.230139e-02	3.881463e-03	6.230139e-02	6.230139e-02
0.844846	1.551543e-01	1.000000e+00	1.000000e+00	1.551543e-01	1.551543e-01	1.551543e-01	2.538739e+00	6.111471e-02	3.735008e-03	6.111471e-02	6.111471e-02
0.846848	1.531523e-01	1.000000e+00	1.000000e+00	1.531523e-01	1.531523e-01	1.531523e-01	2.555278e+00	5.993566e-02	3.592284e-03	5.993566e-02	5.993566e-02
0.848850	1.511503e-01	1.000000e+00	1.000000e+00	1.511503e-01	1.511503e-01	1.511503e-01	2.572145e+00	5.876429e-02	3.453242e-03	5.876429e-02	5.876429e-02
0.850852	1.491483e-01	1.000000e+00	1.000000e+00	1.491483e-01	1.491483e-01	1.491483e-01	2.589351e+00	5.760066e-02	3.317836e-03	5.760066e-02	5.760066e-02
0.852854	1.471463e-01	1.000000e+00	1.000000e+00	1.471463e-01	1.471463e-01	1.471463e-01	2.606906e+00	5.644481e-02	3.186016e-03	5.644481e-02	5.644481e-02
0.854856	1.451443e-01	1.000000e+00	1.000000e+00	1.451443e-01	1.451443e-01	1.451443e-01	2.624823e+00	5.529679e-02	3.057735e-03	5.529679e-02	5.529679e-02
0.856858	1.431423e-01	1.000000e+00	1.000000e+00	1.431423e-01	1.431423e-01	1.431423e-01	2.643115e+00	5.415667e-02	2.932944e-03	5.415667e-02	5.415667e-02
0.858860	1.411403e-01	1.000000e+00	1.000000e+00	1.411403e-01	1.411403e-01	1.411403e-01	2.661794e+00	5.302449e-02	2.811596e-03	5.302449e-02	5.302449e-02
0.860862	1.391383e-01	1.000000e+00	1.000000e+00	1.391383e-01	1.391383e-01	1.391383e-01	2.680876e+00	5.190031e-02	2.693642e-03	5.190031e-02	5.190031e-02
0.862864	1.371363e-01	1.000000e+00	1.000000e+00	1.371363e-01	1.371363e-01	1.371363e-01	2.700373e+00	5.078419e-02	2.579034e-03	5.078419e-02	5.078419e-02
0.864866	1.351343e-01	1.000000e+00	1.000000e+00	1.351343e-01	1.351343e-01	1.351343e-01	2.720303e+00	4.967619e-02	2.467723e-03	4.967619e-02	4.967619e-02
0.866868	1.331323e-01	1.000000e+00	1.000000e+00	1.331323e-01	1.331323e-01	1.331323e-01	2.740680e+00	4.857636e-02	2.359663e-03	4.857636e-02	4.857636e-02
0.868870	1.311303e-01	1.000000e+00	1.000000e+00	1.311303e-01	1.311303e-01	1.311303e-01	2.761522e+00	4.748478e-02	2.254804e-03	4.748478e-02	4.748478e-02
0.870872	1.291283e-01	1.000000e+00	1.000000e+00	1.291283e-01	1.291283e-01	1.291283e-01	2.782847e+00	4.640149e-02	2.153098e-03	4.640149e-02	4.640149e-02
0.872874	1.271263e-01	1.000000e+00	1.000000e+00	1.271263e-01	1.271263e-01	1.271263e-01	2.804674e+00	4.532657e-02	2.054498e-03	4.532657e-02	4.532657e-02
0.874876	1.251242e-01	1.000000e+00	1.000000e+00	1.251242e-01	1.251242e-01	1.251242e-01	2.827022e+00	4.426008e-02	1.958955e-03	4.426008e-02	4.426008e-02
0.876878	1.231222e-01	1.000000e+00	1.000000e+00	1.231222e-01	1.231222e-01	1.231222e-01	2.849914e+00	4.320209e-02	1.866421e-03	4.320209e-02	4.320209e-02
0.878880	1.211202e-01	1.000000e+00	1.000000e+00	1.211202e-01	1.211202e-01	1.211202e-01	2.873371e+00	4.215267e-02	1.776848e-03	4.215267e-02	4.215267e-02
0.880882	1.191182e-01	1.000000e+00	1.000000e+00	1.191182e-01	1.191182e-01	1.191182e-01	2.897416e+00	4.111188e-02	1.690187e-03	4.111188e-02	4.111188e-02
0.882884	1.171162e-01	1.000000e+00	1.000000e+00	1.171162e-01	1.171162e-01	1.171162e-01	2.922076e+00	4.007981e-02	1.606391e-03	4.007981e-02	4.007981e-02
0.884886	1.151142e-01	1.000000e+00	1.000000e+00	1.151142e-01	1.151142e-01	1.151142e-01	2.947376e+00	3.905652e-02	1.525412e-03	3.905652e-02	3.905652e-02
0.886888	1.131122e-01	1.000000e+00	1.000000e+00	1.131122e-01	1.131122e-01	1.131122e-01	2.973344e+00	3.804209e-02	1.447200e-03	3.804209e-02	3.804209e-02
0.888890	1.111102e-01	1.000000e+00	1.000000e+00	1.111102e-01	1.111102e-01	1.111102e-01	3.000012e+00	3.703659e-02	1.371709e-03	3.703659e-02	3.703659e-02
0.890892	1.091082e-01	1.000000e+00	1.000000e+00	1.091082e-01	1.091082e-01	1.091082e-01	3.027410e+00	3.604012e-02	1.298890e-03	3.604012e-02	3.604012e-02
0.892894	1.071062e-01	1.000000e+00	1.000000e+00	1.071062e-01	1.071062e-01	1.071062e-01	3.055573e+00	3.505274e-02	1.228695e-03	3.505274e-02	3.505274e-02
0.894896	1.051042e-01	1.000000e+00	1.000000e+00	1.051042e-01	1.051042e-01	1.051042e-01	3.084537e+00	3.407455e-02	1.161075e-03	3.407455e-02	3.407455e-02
0.896898	1.031022e-01	1.000000e+00	1.000000e+00	1.031022e-01	1.031022e-01	1.031022e-01	3.114340e+00	3.310564e-02	1.095983e-03	3.310564e-02	3.310564e-02
0.898900	1.011002e-01	1.000000e+00	1.000000e+00	1.011002e-01	1.011002e-01	1.011002e-01	3.145024e+00	3.214608e-02	1.033370e-03	3.214608e-02	3.214608e-02
0.900902	9.909820e-02	1.000000e+00	1.000000e+00	9.909820e-02	9.909820e-02	9.909820e-02	3.176634e+00	3.119598e-02	9.731891e-04	3.119598e-02	3.119598e-02
0.902904	9.709619e-02	1.000000e+00	1.000000e+00	9.709619e-02	9.709619e-02	9.709619e-02	3.209216e+00	3.025543e-02	9.153909e-04	3.025543e-02	3.025543e-02
0.904906	9.509419e-02	1.000000e+00	1.000000e+00	9.509419e-02	9.509419e-02	9.509419e-02	3.242821e+00	2.932452e-02	8.599277e-04	2.932452e-02	2.932452e-02
0.906908	9.309218e-02	1.000000e+00	1.000000e+00	9.309218e-02	9.309218e-02	9.309218e-02	3.277505e+00	2.840337e-02	8.067513e-04	2.840337e-02	2.840337e-02
0.908910	9.109018e-02	1.000000e+00	1.000000e+00	9.109018e-02	9.109018e-02	9.109018e-02	3.313326e+00	2.749206e-02	7.558136e-04	2.749206e-02	2.749206e-02
0.910912	8.908818e-02	1.000000e+00	1.000000e+00	8.908818e-02	8.908818e-02	8.908818e-02	3.350348e+00	2.659072e-02	7.070664e-04	2.659072e-02	2.659072e-02
0.912914	8.708617e-02	1.000000e+00	1.000000e+00	8.708617e-02	8.708617e-02	8.708617e-02	3.388640e+00	2.569945e-02	6.604617e-04	2.569945e-02	2.569945e-02
0.914916	8.508417e-02	1.000000e+00	1.000000e+00	8.508417e-02	8.508417e-02	8.508417e-02	3.428275e+00	2.481836e-02	6.159512e-04	2.481836e-02	2.481836e-02
0.916918	8.308216e-02	1.000000e+00	1.000000e+00	8.308216e-02	8.308216e-02	8.308216e-02	3.469334e+00	2.394758e-02	5.734868e-04	2.394758e-02	2.394758e-02
0.918920	8.108016e-02	1.000000e+00	1.000000e+00	8.108016e-02	8.108016e-02	8.108016e-02	3.511905e+00	2.308723e-02	5.330204e-04	2.308723e-02	2.308723e-02
0.920922	7.907816e-02	1.000000e+00	1.000000e+00	7.907816e-02	7.907816e-02	7.907816e-02	3.556082e+00	2.223744e-02	4.945038e-04	2.223744e-02	2.223744e-02
0.922924	7.707615e-02	1.000000e+00	1.000000e+00	7.707615e-02	7.707615e-02	7.707615e-02	3.601969e+00	2.139834e-02	4.578889e-04	2.139834e-02	2.139834e-02
0.924926	7.507415e-02	1.000000e+00	1.000000e+00	7.507415e-02	7.507415e-02	7.507415e-02	3.649680e+00	2.057006e-02	4.231275e-04	2.057006e-02	2.057006e-02
0.926928	7.307214e-02	1.000000e+00	1.000000e+00	7.307214e-02	7.307214e-02	7.307214e-02	3.699339e+00	1.975276e-02	3.901715e-04	1.975276e-02	1.975276e-02
0.928930	7.107014e-02	1.000000e+00	1.000000e+00	7.107014e-02	7.107014e-02	7.107014e-02	3.751081e+00	1.894658e-02	3.589728e-04	1.894658e-02	1.894658e-02
0.930932	6.906814e-02	1.000000e+00	1.000000e+00	6.906814e-02	6.906814e-02	6.906814e-02	3.805057e+00	1.815167e-02	3.294832e-04	1.815167e-02	1.815167e-02
0.932934	6.706613e-02	1.000000e+00	1.000000e+00	6.706613e-02	6.706613e-02	6.706613e-02	3.861432e+00	1.736820e-02	3.016545e-04	1.736820e-02	1.736820e-02
0.934936	6.506413e-02	1.000000e+00	1.000000e+00	6.506413e-02	6.506413e-02	6.506413e-02	3.920389e+00	1.659634e-02	2.754386e-04	1.659634e-02	1.659634e-02
0.936938	6.306212e-02	1.000000e+00	1.000000e+00	6.306212e-02	6.306212e-02	6.306212e-02	3.982132e+00	1.583627e-02	2.507874e-04	1.583627e-02	1.583627e-02
0.938940	6.106012e-02	1.000000e+00	1.000000e+00	6.106012e-02	6.106012e-02	6.106012e-02	4.046888e+00	1.508817e-02	2.276528e-04	1.508817e-02	1.508817e-02
0.940942	5.905812e-02	1.000000e+00	1.000000e+00	5.905812e-02	5.905812e-02	5.905812e-02	4.114909e+00	1.435223e-02	2.059865e-04	1.435223e-02	1.435223e-02
0.942944	5.705611e-02	1.000000e+00	1.000000e+00	5.705611e-02	5.705611e-02	5.705611e-02	4.186479e+00	1.362866e-02	1.857405e-04	1.362866e-02	1.362866e-02
0.944946	5.505411e-02	1.000000e+00	1.000000e+00	5.505411e-02	5.505411e-02	5.505411e-02	4.261918e+00	1.291768e-02	1.668665e-04	1.291768e-02	1.291768e-02
0.946948	5.305210e-02	1.000000e+00	1.000000e+00	5.305210e-02	5.305210e-02	5.305210e-02	4.341589e+00	1.221951e-02	1.493165e-04	1.221951e-02	1.221951e-02
0.948950	5.105010e-02	1.000000e+00	1.000000e+00	5.105010e-02	5.105010e-02	5.105010e-02	4.425901e+00	1.153440e-02	1.330423e-04	1.153440e-02	1.153440e-02
0.950952	4.904810e-02	1.000000e+00	1.000000e+00	4.904810e-02	4.904810e-02	4.904810e-02	4.515324e+00	1.086259e-02	1.179958e-04	1.086259e-02	1.086259e-02
0.952954	4.704609e-02	1.000000e+00	1.000000e+00	4.704609e-02	4.704609e-02	4.704609e-02	4.610396e+00	1.020435e-02	1.041288e-04	1.020435e-02	1.020435e-02
0.954956	4.504409e-02	1.000000e+00	1.000000e+00	4.504409e-02	4.504409e-02	4.504409e-02	4.711738e+00	9.559974e-03	9.139310e-05	9.559974e-03	9.559974e-03
0.956958	4.304208e-02	1.000000e+00	1.000000e+00	4.304208e-02	4.304208e-02	4.304208e-02	4.820070e+00	8.929763e-03	7.974067e-05	8.929763e-03	8.929763e-03
0.958960	4.104008e-02	1.000000e+00	1.000000e+00	4.104008e-02	4.104008e-02	4.104008e-02	4.936236e+00	8.314044e-03	6.912332e-05	8.314044e-03	8.314044e-03
0.960962	3.903808e-02	1.000000e+00	1.000000e+00	3.903808e-02	3.903808e-02	3.903808e-02	5.061227e+00	7.713165e-03	5.949291e-05	7.713165e-03	7.713165e-03
0.962964	3.703607e-02	1.000000e+00	1.000000e+00	3.703607e-02	3.703607e-02	3.703607e-02	5.196220e+00	7.127503e-03	5.080129e-05	7.127503e-03	7.127503e-03
0.964966	3.503407e-02	1.000000e+00	1.000000e+00	3.503407e-02	3.503407e-02	3.503407e-02	5.342625e+00	6.557463e-03	4.300032e-05	6.557463e-03	6.557463e-03
0.966968	3.303206e-02	1.000000e+00	1.000000e+00	3.303206e-02	3.303206e-02	3.303206e-02	5.502146e+00	6.003487e-03	3.604186e-05	6.003487e-03	6.003487e-03
0.968970	3.103006e-02	1.000000e+00	1.000000e+00	3.103006e-02	3.103006e-02	3.103006e-02	5.676867e+00	5.466054e-03	2.987775e-05	5.466054e-03	5.466054e-03
0.970972	2.902806e-02	1.000000e+00	1.000000e+00	2.902806e-02	2.902806e-02	2.902806e-02	5.869364e+00	4.945690e-03	2.445985e-05	4.945690e-03	4.945690e-03
0.972974	2.702605e-02	1.000000e+00	1.000000e+00	2.702605e-02	2.702605e-02	2.702605e-02	6.082872e+00	4.442975e-03	1.974003e-05	4.442975e-03	4.442975e-03
0.974976	2.502405e-02	1.000000e+00	1.000000e+00	2.502405e-02	2.502405e-02	2.502405e-02	6.321516e+00	3.958552e-03	1.567013e-05	3.958552e-03	3.958552e-03
0.976978	2.302204e-02	1.000000e+00	1.000000e+00	2.302204e-02	2.302204e-02	2.302204e-02	6.590647e+00	3.493139e-03	1.220202e-05	3.493139e-03	3.493139e-03
0.978980	2.102004e-02	1.000000e+00	1.000000e+00	2.102004e-02	2.102004e-02	2.102004e-02	6.897365e+00	3.047546e-03	9.287538e-06	3.047546e-03	3.047546e-03
0.980982	1.901804e-02	1.000000e+00	1.000000e+00	1.901804e-02	1.901804e-02	1.901804e-02	7.251322e+00	2.622699e-03	6.878552e-06	2.622699e-03	2.622699e-03
0.982984	1.701603e-02	1.000000e+00	1.000000e+00	1.701603e-02	1.701603e-02	1.701603e-02	7.666036e+00	2.219665e-03	4.926913e-06	2.219665e-03	2.219665e-03
0.984986	1.501403e-02	1.000000e+00	1.000000e+00	1.501403e-02	1.501403e-02	1.501403e-02	8.161151e+00	1.839695e-03	3.384478e-06	1.839695e-03	1.839695e-03
0.986988	1.301202e-02	1.000000e+00	1.000000e+00	1.301202e-02	1.301202e-02	1.301202e-02	8.766527e+00	1.484285e-03	2.203102e-06	1.484285e-03	1.484285e-03
0.988990	1.101002e-02	1.000000e+00	1.000000e+00	1.101002e-02	1.101002e-02	1.101002e-02	9.530286e+00	1.155266e-03	1.334641e-06	1.155266e-03	1.155266e-03
0.990992	9.008016e-03	1.000000e+00	1.000000e+00	9.008016e-03	9.008016e-03	9.008016e-03	1.053623e+01	8.549559e-04	7.309496e-07	8.549559e-04	8.549559e-04
0.992994	7.006012e-03	1.000000e+00	1.000000e+00	7.006012e-03	7.006012e-03	7.006012e-03	1.194716e+01	5.864167e-04	3.438845e-07	5.864167e-04	5.864167e-04
0.994996	5.004008e-03	1.000000e+00	1.000000e+00	5.004008e-03	5.004008e-03	5.004008e-03	1.413647e+01	3.539786e-04	1.253008e-07	3.539786e-04	3.539786e-04
0.996998	3.002004e-03	1.000000e+00	1.000000e+00	3.002004e-03	3.002004e-03	3.002004e-03	1.825132e+01	1.644814e-04	2.705414e-08	1.644814e-04	1.644814e-04
0.999000	1.000000e-03	1.000000e+00	1.000000e+00	1.000000e-03	1.000000e-03	1.000000e-03	3.162278e+01	3.162278e-05	1.000000e-09	3.162278e-05	3.162278e-05
